Vehicle Name,buying_price,selling_price,make_year,vehicle_age,seller_type,km_driven,owner_type,fuel_type,transmission_type,mileage,engine,max_powe_bhp,Seats
Hyundai EON D Lite,,1.6,2013,7,Individual,"80,000",First Owner,Petrol,Manual,21.1,,55.2,5
Renault Pulse RxL,,1.95,2012,8,Dealer,"72,046",First Owner,Diesel,Manual,23.08,,63.1,5
Mahindra XUV500 AT W10 AWD,17.83,16.75,2018,2,Dealer,"17,750",First Owner,Diesel,Automatic,16,,140,7
Honda City i-VTEC VX,,12.45,2018,2,Dealer,"20,000",First Owner,Petrol,Manual,17.4,,117.6,5
Ford Ecosport 2015-2021 1.5 TDCi Trend BSIV,10.46,7.7,2015,5,Individual,"15,000",First Owner,Diesel,Manual,22.77,,98.59,5
Hyundai Verna 1.6 SX CRDI (O) AT,12.84,6.25,2013,7,Dealer,"75,842",First Owner,Diesel,Automatic,22.32,,126.32,5
Honda Brio VX,,4.15,2013,7,Dealer,"61,950",First Owner,Petrol,Manual,19.4,,86.8,5
Maruti Celerio VXI,5.25,4.2,2016,4,Individual,"70,000",First Owner,Petrol,Manual,23.1,,67.04,5
Maruti Eeco CNG 5 Seater AC BSIV,5.85,3.85,2015,5,Dealer,"60,200",First Owner,CNG,Manual,21.94,,61.7,5
Maruti Vitara Brezza ZDi Plus,,9.51,2019,1,Dealer,"13,000",First Owner,Diesel,Manual,24.3,,88.5,5
Maruti Ertiga VDI,,6,2013,7,Individual,"90,000",First Owner,Diesel,Manual,20.77,,88.76,7
Maruti Eeco 5 Seater AC BSIV,4.43,4,2019,1,Individual,"70,000",First Owner,Petrol,Manual,15.37,,73,5
Maruti Ritz ZXI,,2.61,2010,10,Dealer,"41,000",First Owner,Petrol,Manual,21.1,,85.8,5
Maruti Ertiga SHVS ZDI Plus,,8.85,2017,3,Dealer,"34,000",First Owner,Diesel,Manual,24.52,,88.5,7
Renault KWID 1.0 RXT BSIV,3.71,4.1,2019,1,Individual,"10,000",First Owner,Petrol,Manual,23.01,,67,5
Maruti Ertiga VXI CNG,,5.99,2014,6,Dealer,"53,247",First Owner,CNG,Manual,22.8,,80.9,7
Hyundai Xcent 1.2 VTVT S,,5.6,2018,2,Individual,"10,000",First Owner,Petrol,Manual,20.14,,81.86,5
Maruti Ritz VDi,,5.35,2015,5,Dealer,"55,000",First Owner,Diesel,Manual,23.2,,73.94,5
Tata Indica DLG,,1.15,2007,13,Individual,"60,000",First Owner,Diesel,Manual,17.5,,70,5
Honda City i VTEC SV,13.62,7.15,2015,5,Dealer,"37,000",First Owner,Petrol,Manual,17.4,,117.3,5
Maruti Omni E MPI STD BS IV,,1.4,2013,7,Individual,"50,000",First Owner,Petrol,Manual,16.8,,34.2,8
Maruti Vitara Brezza VDi,,7.75,2017,3,Dealer,"1,14,000",First Owner,Diesel,Manual,24.3,,88.5,5
Maruti Ertiga ZDI,,7.35,2013,7,Dealer,"61,034",First Owner,Diesel,Manual,20.77,,88.8,7
BMW X1 sDrive20d M Sport,,13.5,2012,8,Dealer,"69,000",First Owner,Diesel,Automatic,19.62,,190,5
Hyundai Santro Xing GLS,,2.35,2008,12,Dealer,"54,000",First Owner,Petrol,Manual,17.92,,62.1,5
Maruti Swift Dzire VXi AT,6.92,7.25,2018,2,Dealer,"24,381",First Owner,Petrol,Automatic,18.5,,83.14,5
Mahindra XUV500 W10 2WD,17.83,16.5,2018,2,Dealer,"68,000",First Owner,Diesel,Manual,16,,140,7
Honda Amaze VX i-DTEC,8.77,3,2014,6,Individual,"92,500",First Owner,Diesel,Manual,25.8,,98.6,5
Honda Brio 1.2 S MT,,3.35,2015,5,Dealer,"19,000",First Owner,Petrol,Manual,18.5,,86.8,5
Tata Nexon 1.5 Revotorq XT,,8.25,2017,3,Dealer,"41,000",First Owner,Diesel,Manual,21.5,,108.5,5
Chevrolet Captiva LTZ VCDi,,5.75,2010,10,Dealer,"52,000",First Owner,Diesel,Automatic,12.5,,147.9,7
Volkswagen Polo 2015-2019 GT TSI,7.4,6.95,2016,4,Dealer,"8,20,000",First Owner,Petrol,Automatic,17.21,,103.5,5
Tata Indica Vista Quadrajet LS,,2.5,2009,11,Dealer,"69,000",First Owner,Diesel,Manual,22.3,,74,5
Volkswagen Vento Magnific 1.6 Highline,10.74,5,2015,5,Individual,"40,000",First Owner,Petrol,Manual,15.04,,103.2,5
Maruti Swift VDI,,2.5,2011,9,Individual,"1,20,000",First Owner,Diesel,Manual,22.9,,74,5
Hyundai i20 2015-2017 Magna 1.2,,5.5,2015,5,Dealer,"32,000",First Owner,Petrol,Manual,18.6,,81.83,5
Honda City i-VTEC V,13.62,8.35,2017,3,Dealer,"70,000",First Owner,Petrol,Manual,17.4,,117.6,5
Honda WR-V i-VTEC VX,9.99,8.65,2019,1,Individual,"30,000",First Owner,Petrol,Manual,17.5,,88.7,5
Maruti Ritz VDi,,4,2012,8,Dealer,"67,000",First Owner,Diesel,Manual,21.1,,73.9,5
Hyundai Grand i10 Magna Petrol BSIV,6.71,3.65,2015,5,Dealer,"54,000",First Owner,Petrol,Manual,18.9,,81.86,5
Toyota Fortuner 2016-2021 2.8 2WD AT,,25.99,2017,3,Dealer,"56,000",First Owner,Diesel,Automatic,12.9,,174.5,7
Mercedes-Benz GLE Class 350d,,36.95,2016,4,Dealer,"1,11,000",First Owner,Diesel,Automatic,11.57,,254.79,5
BMW 3 Series 320d,54.86,10.4,2010,10,Dealer,"95,000",First Owner,Diesel,Automatic,13.2,,170,5
Maruti Baleno Alpha 1.2,7.4,7.7,2017,3,Dealer,"26,000",First Owner,Petrol,Manual,21.4,,83.1,5
Maruti Swift Dzire VXI,6.8,4.5,2014,6,Dealer,"70,000",First Owner,Petrol,Manual,19.1,,85.8,5
Maruti Swift Dzire ZXI,6.92,5.11,2014,6,Dealer,"55,000",First Owner,Petrol,Manual,20.85,,83.14,5
Hyundai Creta 1.6 VTVT AT SX Plus,11.58,10.25,2016,4,Dealer,"25,286",First Owner,Petrol,Automatic,13,,121.3,5
Honda CR-V 2.4 MT,33.52,5.35,2010,10,Dealer,"1,37,000",First Owner,Petrol,Manual,10.8,,152,5
Mahindra XUV500 W4,16.54,10,2015,5,Individual,"1,86,000",First Owner,Diesel,Manual,15.1,,140,7
Tata Indigo LS,,1.2,2008,12,Individual,"1,20,000",First Owner,Diesel,Manual,17,,70,5
Toyota Camry Hybrid,,20,2015,5,Individual,"60,000",First Owner,Electric,Automatic,19.16,,157.7,5
Mercedes-Benz M-Class ML 250 CDI,,27.9,2015,5,Dealer,"58,000",First Owner,Diesel,Automatic,15.26,,203.2,5
Hyundai Santro Asta,5.63,5.25,2018,2,Dealer,"2,925",First Owner,Petrol,Manual,20.3,,68.07,5
Tata Nano Twist XT,,1.95,2014,6,Dealer,"29,000",First Owner,Petrol,Manual,25.4,,37.5,4
Tata Harrier XZ BSIV,17.61,17.11,2019,1,Dealer,"13,000",First Owner,Diesel,Manual,17,,138.1,5
Maruti Swift VDI BSIV,,4,2011,9,Individual,"70,000",First Owner,Diesel,Manual,17.8,,null ,5
Toyota Innova 2.5 GX (Diesel) 7 Seater BS IV,,7.75,2011,9,Dealer,"2,13,141",First Owner,Diesel,Manual,12.8,,102,7
Ford Ecosport 2015-2021 1.5 Petrol Titanium,9.19,8.75,2018,2,Dealer,"16,000",First Owner,Petrol,Manual,15.9,,120.69,5
Hyundai i20 1.2 Magna,7.91,5.4,2016,4,Dealer,"8,500",First Owner,Petrol,Manual,18.5,,80,5
Hyundai Creta 1.6 CRDi SX,11.7,8,2016,4,Individual,"60,000",First Owner,Diesel,Manual,19.67,,126.2,5
Honda City i DTec SV,14.15,8.5,2017,3,Individual,"35,000",First Owner,Diesel,Manual,26,,98.6,5
Volkswagen Polo 1.2 MPI Highline,,4.75,2015,5,Dealer,"38,000",First Owner,Petrol,Manual,16.47,,74,5
Hyundai EON Era Plus,,2.9,2017,3,Individual,"10,000",First Owner,Petrol,Manual,21.1,,55.2,5
Honda Amaze S i-Vtech,7.54,4.65,2015,5,Dealer,"73,000",First Owner,Petrol,Manual,18,,86.7,5
Hyundai Grand i10 Sportz,,5.35,2016,4,Dealer,"28,500",First Owner,Petrol,Manual,18.9,,82,5
Hyundai i20 1.4 Asta,9.67,7.5,2018,2,Individual,"1,14,252",First Owner,Diesel,Manual,22.54,,88.73,5
Renault KWID RXT,4,2.95,2016,4,Dealer,"26,844",First Owner,Petrol,Manual,25.17,,53.3,5
Skoda Rapid 1.5 TDI AT Style BSIV,,9.9,2018,2,Dealer,"60,000",First Owner,Diesel,Automatic,21.72,,108.6,5
Hyundai i20 Petrol CVT Asta,8.22,8.95,2018,2,Dealer,"29,000",First Owner,Petrol,Automatic,17.4,,81.86,5
BMW 5 Series 530d Highline Sedan,78.37,16.95,2010,10,Dealer,"90,000",First Owner,Diesel,Automatic,11.5,,235,5
Tata Zest Quadrajet 1.3 XMS,,3.55,2015,5,Dealer,"58,000",First Owner,Diesel,Manual,23,,88.7,5
Maruti Swift VDI,,4.85,2012,8,Dealer,"1,12,755",First Owner,Diesel,Manual,22.9,,74,5
Maruti Wagon R VXI,5.4,3.2,2014,6,Dealer,"43,932",First Owner,Petrol,Manual,20.51,,67.04,5
Maruti Ritz VXi,,3.2,2014,6,Individual,"1,00,000",First Owner,Petrol,Manual,18.5,,85.8,5
Toyota Innova Crysta 2016-2020 2.4 VX MT BSIV,,16.25,2016,4,Dealer,"56,000",First Owner,Diesel,Manual,13.68,,147.8,7
Honda City V MT,12.68,8.5,2018,2,Dealer,"29,000",First Owner,Petrol,Manual,17.4,,117.6,5
Hyundai Grand i10 1.2 CRDi Magna,,5,2017,3,Individual,"38,465",First Owner,Diesel,Manual,24,,73.97,5
Nissan Micra Active XV S,,4.5,2018,2,Individual,"25,000",First Owner,Petrol,Manual,19.49,,67.04,5
Toyota Yaris V CVT BSIV,10.33,10.5,2018,2,Individual,"25,000",First Owner,Petrol,Automatic,17.8,,105.5,5
Mahindra Bolero 2011-2019 SLX,8.74,5.5,2015,5,Individual,"90,000",First Owner,Diesel,Manual,15.96,,62.1,7
Maruti Ritz VXi (ABS) BS IV,,4.75,2015,5,Dealer,"56,458",First Owner,Petrol,Manual,18.5,,85.8,5
Nissan Sunny XL AT Special Edition,,4.41,2015,5,Dealer,"57,468",First Owner,Petrol,Automatic,17.97,,99.6,5
Hyundai Venue SX Turbo,7.99,10.25,2019,1,Dealer,"14,500",First Owner,Petrol,Manual,18.27,,118.35,5
Toyota Innova Crysta 2016-2020 2.4 GX MT BSIV,19.9,13.75,2017,3,Dealer,"65,000",First Owner,Diesel,Manual,13.68,,147.8,7
BMW 5 Series 520d Sedan,76.04,12.5,2011,9,Dealer,"70,000",First Owner,Diesel,Automatic,18.48,,,
Mahindra Scorpio 1.99 S10,,10.9,2017,3,Dealer,"37,000",First Owner,Diesel,Manual,15.4,,120,7
Hyundai i10 Magna,,3.85,2014,6,Dealer,"96,000",First Owner,Petrol,Manual,20.36,,78.9,5
Maruti Wagon R LXI CNG,,4.15,2016,4,Dealer,"36,044",First Owner,CNG,Manual,26.6,,58.16,5
Mahindra XUV500 W9 BSIV,16.05,15.5,2019,1,Individual,"10,000",First Owner,Diesel,Manual,15.1,,152.87,7
Toyota Fortuner 4x2 Manual,39.97,12.5,2013,7,Dealer,"72,000",First Owner,Diesel,Manual,13,,168.5,7
null,,null,,2020,null,null,null,null,null,,,,
Volkswagen Ameo 1.5 TDI Highline,,5.75,2016,4,Dealer,"13,572",First Owner,Diesel,Manual,21.66,,108.62,5
Mahindra KUV100 NXT D75 K6 Plus,,7,2019,1,Individual,"5,000",First Owner,Diesel,Manual,25.32,,77,6
Ford Ecosport 2015-2021 1.5 Diesel Trend BSIV,10.14,8.11,2018,2,Dealer,"28,000",First Owner,Diesel,Manual,23,,98.96,5
Maruti Swift VDI,,4.75,2012,8,Dealer,"78,000",First Owner,Diesel,Manual,22.9,,74,5
Maruti SX4 VDI,,3.4,2011,9,Individual,"77,000",First Owner,Diesel,Manual,21.5,,88.8,5
Hyundai Creta 1.6 CRDi AT SX Plus,13.39,10.25,2015,5,Dealer,"79,825",First Owner,Diesel,Automatic,17.01,,126.2,5
Ford Ecosport 2015-2021 1.5 TDCi Titanium Plus BSIV,9.83,6.5,2015,5,Individual,"70,000",First Owner,Diesel,Manual,22.77,,98.59,5
Skoda Octavia Elegance 2.0 TDI AT,,10.75,2014,6,Dealer,"35,000",First Owner,Diesel,Automatic,19.3,,141,5
Hyundai Verna 1.4 VTVT,10.56,3.9,2013,7,Individual,"1,20,000",First Owner,Petrol,Manual,17.43,,105.5,5
Maruti Ertiga VXI CNG,10.23,6.4,2015,5,Dealer,"81,000",First Owner,CNG,Manual,22.8,,80.9,7
Hyundai i20 2015-2017 Asta Option 1.4 CRDi,9.26,6.25,2017,3,Individual,"60,000",First Owner,Diesel,Manual,22.54,,88.73,5
Tata Zest Revotron 1.2T XM,,4.25,2018,2,Dealer,"5,000",First Owner,Petrol,Manual,17.57,,88.7,5
Toyota Platinum Etios VXD Limited Edition,,7.9,2018,2,Individual,"70,000",First Owner,Diesel,Manual,23.59,,67.04,5
Volkswagen Jetta 2.0L TDI Highline AT,,5.95,2012,8,Dealer,"95,000",First Owner,Diesel,Automatic,16.96,,138.1,5
Maruti Alto K10 VXI,,3.9,2017,3,Individual,"23,000",First Owner,Petrol,Manual,23.95,,67.05,5
Volkswagen Ameo 1.2 MPI Highline 16 Alloy,,7,2018,2,Dealer,"14,000",First Owner,Petrol,Manual,17,,74,5
Toyota Innova 2.5 G (Diesel) 8 Seater,,10.95,2015,5,Dealer,"51,452",First Owner,Diesel,Manual,12.99,,100.6,8
Maruti Swift Dzire Tour 2012-2018 LDI,,5.3,2015,5,Dealer,"1,05,240",First Owner,Diesel,Manual,23.4,,74,5
Maruti Celerio VDI Optional,,3.99,2016,4,Dealer,"87,187",First Owner,Diesel,Manual,27.62,,47,5
Skoda Superb 3.6 FXI 4X4,36.39,4.99,2009,11,Dealer,"68,000",First Owner,Petrol,Automatic,12,,260,5
Volkswagen Polo 2015-2019 1.2 MPI Highline,7.23,6.95,2017,3,Dealer,"27,000",First Owner,Petrol,Manual,16.2,,74,5
Maruti Ertiga 1.5 VDI,,7.4,2017,3,Dealer,"50,000",First Owner,Diesel,Manual,24.2,,93.87,7
Honda City ZX CVT,12.9,11.85,2018,2,Dealer,"21,000",First Owner,Petrol,Automatic,17.4,,117.6,5
Datsun GO Plus A EPS,5.11,4.1,2018,2,Individual,"35,000",First Owner,Petrol,Manual,19.44,,67,7
Hyundai Grand i10 Magna,7.31,4,2015,5,Individual,"1,00,000",First Owner,Petrol,Manual,18.9,,82,5
Honda WR-V i-DTEC VX,11.7,9.5,2018,2,Individual,"20,000",First Owner,Diesel,Manual,25.5,,98.6,5
Audi A4 2.0 TDI Multitronic,,16.5,2012,8,Dealer,"40,000",First Owner,Diesel,Automatic,16.55,,140,5
Honda City 1.5 S MT,,2.72,2009,11,Dealer,"65,000",First Owner,Petrol,Manual,17,,118,5
Maruti Vitara Brezza ZDi Plus Dual Tone,,9.5,2017,3,Individual,"35,000",First Owner,Diesel,Manual,24.3,,88.5,5
Hyundai Elantra SX AT,21.07,6.3,2013,7,Dealer,"75,000",First Owner,Petrol,Automatic,14.5,,147.5,5
Hyundai i20 Sportz Option 1.4 CRDi,9.89,6.25,2015,5,Dealer,"76,430",First Owner,Diesel,Manual,22.54,,88.73,5
Maruti Wagon R CNG LXI BSIV,5.97,4,2017,3,Trustmark Dealer,"28,763",First Owner,CNG,Manual,33.54,,67.04,5
Honda City 1.5 V MT Sunroof,13.62,7.85,2015,5,Dealer,"55,000",First Owner,Petrol,Manual,16.8,,116.3,5
Mitsubishi Pajero Sport 4X4,,11,2014,6,Individual,"1,73,000",First Owner,Diesel,Manual,13.5,,175.56,7
Mercedes-Benz E-Class 280 CDI,76.66,10.5,2009,11,Dealer,"96,000",First Owner,Diesel,Automatic,11,,198.5,5
Ford Endeavour 2.2 Trend MT 4X2,35.75,20.9,2016,4,Dealer,"70,000",First Owner,Diesel,Manual,13.5,,157.7,7
Mercedes-Benz C-Class C 200 CGI,48.86,28,2016,4,Dealer,"28,594",First Owner,Petrol,Automatic,14.74,,184,5
Mahindra Scorpio VLX 2WD Airbag BSIII,,6.15,2012,8,Dealer,"1,15,000",First Owner,Diesel,Manual,12.05,,120,8
Renault Duster 110PS Diesel RxZ,,5.91,2014,6,Dealer,"63,000",First Owner,Diesel,Manual,19.01,,108.45,5
Hyundai Santro Sportz AMT BSIV,5.63,5.4,2019,1,Individual,"15,000",First Owner,Petrol,Automatic,20.3,,68,5
Hyundai Creta 1.6 CRDi SX,13.39,11.5,2016,4,Individual,"62,000",First Owner,Diesel,Manual,19.67,,126.2,5
Skoda Rapid 1.5 TDI AT Elegance,,7.15,2015,5,Dealer,"58,900",First Owner,Diesel,Automatic,21.66,,103.52,5
Renault Duster 85PS Diesel RxL,,6.65,2015,5,Dealer,"59,000",First Owner,Diesel,Manual,19.87,,83.8,5
Hyundai Verna CRDi 1.6 SX,12.84,11.5,2018,2,Individual,"60,000",First Owner,Diesel,Manual,22,,126.2,5
Maruti A Star AT VXI,,2.65,2012,8,Dealer,"40,607",First Owner,Petrol,Automatic,16.98,,66.1,5
Datsun GO Plus Remix Limited Edition,,3.49,2018,2,Dealer,"10,177",First Owner,Petrol,Manual,20.62,,67,7
Maruti Swift Dzire ZDi,,3.25,2008,12,Individual,"1,10,000",First Owner,Diesel,Manual,19.3,,73.9,5
Hyundai Grand i10 Asta Option AT,,4.6,2014,6,Dealer,"42,000",First Owner,Petrol,Automatic,18.9,,82,5
Maruti Swift Dzire AMT VXI,6.62,6.3,2017,3,Individual,"25,000",First Owner,Petrol,Automatic,21.21,,81.8,5
Hyundai i10 Magna 1.2,7.33,3.25,2010,10,Dealer,"44,400",First Owner,Petrol,Manual,20.36,,78.9,5
Maruti Wagon R LXI BS IV,5.71,2.75,2010,10,Dealer,"82,000",First Owner,Petrol,Manual,18.9,,67.1,5
Ford Figo Diesel Titanium,9.34,2.85,2010,10,Dealer,"89,254",First Owner,Diesel,Manual,20,,68,5
Renault Captur 1.5 Diesel Platine,,12,2018,2,Individual,"15,000",First Owner,Diesel,Manual,20.37,,108.45,5
Honda City i-VTEC V,,9.25,2018,2,Dealer,"16,000",First Owner,Petrol,Manual,17.4,,117.6,5
Maruti Swift VXi BSIV,6.51,4.8,2015,5,Dealer,"82,000",First Owner,Petrol,Manual,16.1,,85,5
Maruti Swift ZDI,,7.5,2018,2,Dealer,"43,089",First Owner,Diesel,Manual,28.4,,74,5
Mahindra Bolero 2011-2019 ZLX BSIII,9,8.5,2013,7,Dealer,"22,000",First Owner,Diesel,Manual,15.96,,62.1,7
Hyundai Creta 1.6 CRDi SX Option,12.33,11.75,2017,3,Individual,"50,000",First Owner,Diesel,Manual,19.67,,126.2,5
Volkswagen Ameo 1.5 TDI Comfortline AT,,5.7,2017,3,Dealer,"54,000",First Owner,Diesel,Automatic,22,,108.495,5
Maruti Alto K10 2010-2014 VXI,,2.25,2011,9,Individual,"60,000",First Owner,Petrol,Manual,20.92,,67.1,5
Hyundai Creta 1.6 CRDi SX Plus,,11,2016,4,Dealer,"64,000",First Owner,Diesel,Manual,19.67,,126.2,5
Skoda Rapid 1.5 TDI Ambition Plus,,4.5,2015,5,Individual,"1,32,000",First Owner,Diesel,Manual,21.14,,103.6,5
Honda City i DTEC S,15.51,6,2014,6,Individual,"63,000",First Owner,Diesel,Manual,26,,98.6,5
Hyundai Creta 1.6 CRDi SX Option,13.39,10.5,2016,4,Individual,"1,05,000",First Owner,Diesel,Manual,19.67,,126.2,5
Renault KWID 1.0 RXT Optional,3.76,4.1,2018,2,Individual,"15,000",First Owner,Petrol,Manual,23.01,,67,5
Hyundai Creta 1.6 CRDi AT SX Plus,12.63,9.17,2015,5,Dealer,"84,918",First Owner,Diesel,Automatic,17.01,,126.2,5
Honda City V AT,13.62,4.75,2010,10,Dealer,"78,000",First Owner,Petrol,Automatic,15.6,,116.3,5
Maruti Wagon R LXI CNG Optional,5.98,3.15,2016,4,Individual,"65,000",First Owner,CNG,Manual,26.6,,58.16,5
BMW 3 Series 320d Sport Line,54.86,21.5,2014,6,Dealer,"89,000",First Owner,Diesel,Automatic,18.88,,184,5
Maruti Swift 1.3 VXi,6.51,1.69,2007,13,Dealer,"87,000",First Owner,Petrol,Manual,16.1,,,
Maruti Zen Estilo LXI BS IV,,3.05,2012,8,Dealer,"46,300",First Owner,Petrol,Manual,19,,67.1,5
Toyota Innova Crysta 2016-2020 2.4 GX MT 8S BSIV,20.73,15.5,2017,3,Individual,"30,000",First Owner,Diesel,Manual,13.68,,147.8,8
Honda BRV i-VTEC VX MT,,9.5,2017,3,Individual,"31,000",First Owner,Petrol,Manual,15.4,,117.3,7
Nissan Micra XV CVT,,4.65,2014,6,Dealer,"53,800",First Owner,Petrol,Automatic,19.34,,76,5
Maruti Ciaz Alpha 1.5,,7.4,2016,4,Dealer,"49,184",First Owner,Diesel,Manual,26.82,,93.87,5
Maruti Swift Dzire VDI,,7.2,2017,3,Individual,"79,315",First Owner,Diesel,Manual,28.4,,74.02,5
Toyota Innova 2.5 VX (Diesel) 7 Seater,,11.75,2013,7,Dealer,"1,48,712",First Owner,Diesel,Manual,12.99,,100.6,7
Tata Tiago 1.2 Revotron XT,5.85,4.5,2016,4,Dealer,"13,552",First Owner,Petrol,Manual,23.84,,84,5
Hyundai Grand i10 1.2 Kappa Magna BSIV,7.06,5,2018,2,Individual,"15,000",First Owner,Petrol,Manual,18.9,,81.86,5
Tata Safari Storme EX,,4,2013,7,Individual,"1,10,000",First Owner,Diesel,Manual,14,,138.1,7
Ford Figo Diesel LXI,9.13,2.5,2011,9,Individual,"1,50,000",First Owner,Diesel,Manual,20,,68,5
Maruti Wagon R CNG LXI BSIV,,4.5,2017,3,Individual,"30,000",First Owner,CNG,Manual,33.54,,67.04,5
Hyundai i20 Active 1.2 S,,7.2,2016,4,Individual,"17,000",First Owner,Petrol,Manual,17.19,,81.86,5
Toyota Innova 2.5 GX 8 STR,,5.75,2010,10,Dealer,"1,06,868",First Owner,Diesel,Manual,12.8,,102,8
Hyundai Grand i10 1.2 Kappa Asta,7.32,4.15,2014,6,Dealer,"20,587",First Owner,Petrol,Manual,18.9,,81.86,5
Maruti Wagon R LXI BS IV,5.51,3.89,2013,7,Dealer,"17,568",First Owner,Petrol,Manual,18.9,,67.1,5
Maruti SX4 Vxi BSIV,,2.5,2010,10,Dealer,"42,656",First Owner,Petrol,Manual,15.5,,103.3,5
Tata Nexon 1.2 Revotron XM,7.89,6,2018,2,Individual,"30,000",First Owner,Petrol,Manual,17,,108.5,5
Skoda Laura 1.9 TDI MT Ambiente,,3,2009,11,Individual,"1,75,000",First Owner,Diesel,Manual,17,,105,5
Maruti Celerio ZDi Option,,3.5,2015,5,Dealer,"64,000",First Owner,Diesel,Manual,27.62,,47,5
Datsun RediGO Sport,3.27,2,2017,3,Individual,"30,000",First Owner,Petrol,Manual,22.7,,53,5
Mahindra XUV500 R W10 FWD,17.83,16.85,2018,2,Dealer,"31,324",First Owner,Diesel,Manual,16,,140,7
Mahindra Thar 4X4,14.75,7.5,2016,4,Dealer,"49,000",First Owner,Diesel,Manual,16.55,,105,7
Tata Indica eLS,,2.9,2015,5,Individual,"73,500",First Owner,Diesel,Manual,25,,69,5
Maruti Alto LXi,,1.8,2012,8,Individual,"57,000",First Owner,Petrol,Manual,19.7,,46.3,5
Maruti 800 DX,,45946,1998,22,Individual,"70,000",First Owner,Petrol,Manual,16.1,,37,4
Tata Zest Revotron 1.2T XMS,,3.75,2016,4,Individual,"25,000",First Owner,Petrol,Manual,17.57,,88.7,5
Maruti Zen Estilo Sports,,1.5,2008,12,Individual,"50,000",First Owner,Petrol,Manual,16.9,,64.9,5
Maruti Baleno Delta 1.2,7.4,6.6,2018,2,Dealer,"36,790",First Owner,Petrol,Manual,21.4,,83.1,5
Mercedes-Benz S-Class S 350 CDI,1.69Cr,55,2015,5,Individual,"27,000",First Owner,Diesel,Automatic,13.5,,254.79,5
Land Rover Discovery Sport 2015-2020 TD4 HSE,,26.75,2016,4,Dealer,"1,28,000",First Owner,Diesel,Automatic,12.63,,147.5,5
Toyota Corolla Altis 1.8 VL CVT,,18.25,2018,2,Dealer,"11,000",First Owner,Petrol,Automatic,14.28,,138.03,5
Ford Figo Petrol Titanium,6.84,3.8,2014,6,Individual,"69,800",First Owner,Petrol,Manual,15.6,,70.02,5
Renault KWID AMT RXL,4.17,3.85,2017,3,Dealer,"35,017",First Owner,Petrol,Automatic,24.04,,67,5
Hyundai i20 Sportz 1.4 CRDi,9.89,7.65,2018,2,Dealer,"46,432",First Owner,Diesel,Manual,21.9,,88.76,5
Renault KWID 1.0 RXT Optional,3.49,3.35,2019,1,Individual,"25,000",First Owner,Petrol,Manual,23.01,,67,5
Hyundai i20 1.2 Sportz,8.38,3.85,2011,9,Dealer,"52,846",First Owner,Petrol,Manual,17,,80,5
Hyundai Santa Fe 4X4,,11.5,2013,7,Dealer,"72,000",First Owner,Diesel,Manual,14.66,,194.3,7
Toyota Innova Crysta 2016-2020 2.8 GX AT 8S BSIV,20.73,16.49,2016,4,Dealer,"58,000",First Owner,Diesel,Automatic,11.36,,171.5,8
Maruti A Star Vxi,,2.95,2010,10,Dealer,"44,500",First Owner,Petrol,Manual,19,,66.1,5
Mahindra Bolero 2011-2019 EX NON AC,9,4.99,2015,5,Individual,"1,45,000",First Owner,Diesel,Manual,15.96,,62.1,7
Chevrolet Beat Diesel LS,,1.2,2012,8,Individual,"69,000",First Owner,Diesel,Manual,25.44,,57.6,5
Mahindra XUV500 2011-2015 W8 FWD,,7.75,2012,8,Dealer,"1,00,000",First Owner,Diesel,Manual,15.1,,140,7
Volkswagen Passat 1.8 TSI MT,,5,2010,10,Individual,"50,000",First Owner,Petrol,Manual,14.3,,160,5
Volkswagen Polo Diesel Trendline 1.2L,,2.4,2012,8,Dealer,"55,000",First Owner,Diesel,Manual,22.07,,73.9,5
Hyundai Grand i10 Magna AT,6.48,5,2017,3,Dealer,"46,758",First Owner,Petrol,Automatic,18.9,,82,5
Maruti Eeco CNG 5 Seater AC,6.01,2.3,2010,10,Dealer,"1,06,000",First Owner,CNG,Manual,20.88,,61.7,5
Honda Jazz 1.2 V AT i VTEC,9.2,7.75,2017,3,Dealer,"20,282",First Owner,Petrol,Automatic,19,,88.7,5
Mercedes-Benz C-Class C 200 Kompressor Elegance AT,47.62,12.75,2012,8,Dealer,"63,000",First Owner,Petrol,Automatic,11.74,,186,5
Honda Jazz 1.2 SV i VTEC,8.94,5.45,2016,4,Dealer,"39,000",First Owner,Petrol,Manual,18.7,,88.7,5
Skoda Rapid 1.6 MPI Elegance,,4.05,2013,7,Dealer,"34,000",First Owner,Petrol,Manual,15,,103.5,5
Maruti Swift Dzire ZXI,7.36,6.9,2017,3,Dealer,"52,000",First Owner,Petrol,Manual,20.85,,83.14,5
Maruti Swift Dzire VXI 1.2 BS IV,6.92,7.15,2018,2,Dealer,"17,000",First Owner,Petrol,Manual,22,,81.8,5
Maruti Swift Dzire VDI,,3.5,2014,6,Individual,"2,10,000",First Owner,Diesel,Manual,23.4,,74,5
Maruti SX4 S Cross DDiS 200 Zeta,,7,2016,4,Individual,"40,000",First Owner,Diesel,Manual,23.65,,88.5,5
Maruti Estilo LXI,,1.5,2010,10,Individual,"99,000",First Owner,Petrol,Manual,19.5,,null ,
Hyundai i20 Asta Option 1.2,8.38,6.35,2016,4,Dealer,"61,000",First Owner,Petrol,Manual,18.6,,81.83,5
Honda BRV i-VTEC V MT,,6,2016,4,Individual,"80,000",First Owner,Petrol,Manual,15.4,,117.3,7
