sl_no,vehicle_name,buying_price,selling_price,make_year,vehicle_age,seller_type,km_driven,owner_type,fuel_type,transmission_type,mileage
8736,Honda City 1.5 V MT Exclusive,1290000,340000,2010,10,Dealer,78000,First Owner,Petrol,Manual,17
8737,BMW 5 Series 520d,7320000,1600000,2012,8,Individual,32000,First Owner,Diesel,Automatic,18.48
8738,Hyundai i20 2015-2017 Magna 1.2,791000,585000,2017,3,Individual,50000,First Owner,Petrol,Manual,18.6
8739,BMW 3 Series 320d Prestige,5061000,1095000,2013,7,Dealer,46000,First Owner,Diesel,Automatic,18.88
8740,Honda Amaze VX AT i-Vtech,754000,500000,2013,7,Dealer,78000,First Owner,Petrol,Automatic,15.5
8741,Hyundai Verna SX Opt,1118000,1150000,2018,2,Dealer,33000,First Owner,Petrol,Manual,17.7
8742,Honda WR-V Exclusive Petrol,1005000,700000,2017,3,Individual,80000,First Owner,Petrol,Manual,17.5
8743,Hyundai Creta 1.6 VTVT SX Plus,1158000,930000,2017,3,Dealer,50000,First Owner,Petrol,Manual,13
8744,Volkswagen Polo 2015-2019 GT TSI,723000,975000,2019,1,Dealer,7121,First Owner,Petrol,Automatic,17.21
8745,Toyota Innova Crysta 2016-2020 2.4 VX MT 8S BSIV,1998999,2025000,2017,3,Individual,45000,First Owner,Diesel,Manual,13.68
8746,Maruti Wagon R LX,512000,110000,2010,10,Dealer,65000,First Owner,Petrol,Manual,18.9
8747,Hyundai Verna 1.6 CRDI,1285000,390000,2011,9,Dealer,57501,First Owner,Diesel,Manual,22.32
8748,Mahindra Bolero 2011-2019 ZLX,878999,600000,2014,6,Individual,140000,First Owner,Diesel,Manual,15.96
8749,Hyundai i20 1.2 Asta,822000,750000,2017,3,Dealer,18000,First Owner,Petrol,Manual,18.6
8750,Mahindra Bolero 2011-2019 SLX,874000,390000,2013,7,Individual,65000,First Owner,Diesel,Manual,15.96
8751,Honda City i DTEC VX,1482000,690000,2015,5,Individual,56000,First Owner,Diesel,Manual,25.1
8752,Hyundai i20 1.2 Magna,822000,375000,2010,10,Dealer,64000,First Owner,Petrol,Manual,18.5
8753,Maruti Swift VXI,629000,600000,2019,1,Individual,5000,First Owner,Petrol,Manual,21.21
8754,BMW 3 Series 320d Sedan,5147000,994999,2012,8,Dealer,66000,First Owner,Diesel,Automatic,16.07
8755,Honda City i VTEC CVT SV,1304000,800000,2015,5,Individual,20000,First Owner,Petrol,Automatic,18
8756,Mahindra XUV500 W10 2WD,1605000,1135000,2016,4,Individual,35000,First Owner,Diesel,Manual,16
8757,Volkswagen Vento 1.6 Highline BSIV,1089000,590000,2013,7,Dealer,49000,First Owner,Petrol,Manual,16.09
8758,Mercedes-Benz S-Class S 350 CDI,16700000,2450000,2012,8,Dealer,58000,First Owner,Diesel,Automatic,13.5
8759,Ford Ecosport 2015-2021 1.5 Petrol Titanium BSIV,963000,860000,2018,2,Individual,40000,First Owner,Petrol,Manual,17
8760,Maruti Celerio ZXI AT,536000,475000,2017,3,Dealer,28960,First Owner,Petrol,Automatic,23.1
8761,Volkswagen Vento Petrol Highline,1047000,350000,2013,7,Individual,80000,First Owner,Petrol,Manual,15.04
8762,Hyundai Creta 1.6 CRDi SX,1170000,1200000,2018,2,Individual,50000,First Owner,Diesel,Manual,19.67
8763,Mahindra XUV500 W10 1.99 mHawk,1654000,1285000,2017,3,Dealer,51524,First Owner,Diesel,Manual,16
8764,Maruti Baleno Alpha 1.2,714000,790000,2017,3,Individual,40000,First Owner,Petrol,Manual,21.4
8765,Maruti Ciaz AT ZXi,978999,710000,2017,3,Dealer,59000,First Owner,Petrol,Automatic,19.12
8766,Ford Ecosport 2015-2021 1.5 Petrol Titanium BSIV,990000,944999,2018,2,Dealer,22506,First Owner,Petrol,Manual,17
8767,Hyundai Verna 1.6 SX VTVT,1118000,725000,2016,4,Dealer,40125,First Owner,Petrol,Manual,17.01
8768,Hyundai Grand i10 1.2 Kappa Asta,675000,450000,2018,2,Individual,35000,First Owner,Petrol,Manual,18.9
8769,Hyundai Santro Sportz BSIV,523000,459999,2019,1,Individual,10000,First Owner,Petrol,Manual,20.3
8770,Honda City 1.5 V AT,1291000,600000,2010,10,Individual,25000,First Owner,Petrol,Automatic,16.8
8771,Ford Figo Diesel Titanium,934000,445000,2015,5,Dealer,67362,First Owner,Diesel,Manual,20
8772,Hyundai i20 1.4 CRDi Asta,985000,450000,2012,8,Individual,113000,First Owner,Diesel,Manual,23
8773,Mahindra Scorpio 1.99 S10,1498000,900000,2015,5,Individual,110000,First Owner,Diesel,Manual,15.4
8774,Maruti Alto 800 CNG LXI,488000,299000,2018,2,Trustmark Dealer,31243,First Owner,CNG,Manual,33.44
8775,Hyundai i20 Sportz IVT,778000,700000,2020,0,Individual,20000,First Owner,Petrol,Automatic,19.65
8776,Maruti Swift Dzire ZXI,715000,530000,2015,5,Individual,35000,First Owner,Petrol,Manual,20.85
8777,Hyundai i10 Magna 1.1,648000,185000,2010,10,Dealer,70000,First Owner,Petrol,Manual,19.81
8778,Maruti Swift VXI,683000,580000,2018,2,Individual,18000,First Owner,Petrol,Manual,22
8779,Tata Tiago 1.2 Revotron XZ,585000,545000,2018,2,Dealer,35505,First Owner,Petrol,Manual,23.84
8780,Lexus RX 450h Luxury,129000,8000000,2016,4,Dealer,17272,First Owner,Petrol,Automatic,18.8
8781,Hyundai i20 2015-2017 Asta Option 1.4 CRDi,967000,700000,2016,4,Individual,60000,First Owner,Diesel,Manual,22.54
8782,Mahindra XUV500 W8 2WD,1782999,825000,2013,7,Dealer,95000,First Owner,Diesel,Manual,15.1
8783,Hyundai Verna CRDi 1.6 AT SX Plus,1285000,1200000,2018,2,Individual,30000,First Owner,Diesel,Automatic,22
8784,Mahindra Thar CRDe,1463000,825000,2016,4,Dealer,5000,First Owner,Diesel,Manual,16.55
8785,Honda Amaze S i-Dtech,925000,395000,2015,5,Dealer,92707,First Owner,Diesel,Manual,25.8
8786,Mahindra Thar CRDe,1387000,850000,2018,2,Individual,40000,First Owner,Diesel,Manual,16.55
8787,Honda Amaze SX i-VTEC,724000,650000,2019,1,Dealer,15787,First Owner,Petrol,Manual,18
8788,Maruti Ertiga VXI CNG,1032000,625000,2015,5,Dealer,68532,First Owner,CNG,Manual,22.8
8789,Honda City i-DTEC V,1490000,591000,2014,6,Dealer,56664,First Owner,Diesel,Manual,25.6
8790,Toyota Fortuner 2016-2021 2.8 2WD AT,4124000,3650000,2020,0,Dealer,29000,First Owner,Diesel,Automatic,12.9
8791,Mahindra XUV500 R W10 FWD,1782999,1250000,2017,3,Dealer,112000,First Owner,Diesel,Manual,16
8792,Toyota Innova Crysta 2016-2020 2.4 ZX MT,2126000,2200000,2019,1,Dealer,31000,First Owner,Diesel,Manual,13.68
8793,Ford Figo Diesel EXI,914000,285000,2014,6,Dealer,67700,First Owner,Diesel,Manual,20
8794,Honda Jazz 1.2 VX i VTEC,919999,825000,2019,1,Dealer,12000,First Owner,Petrol,Manual,18.7
8795,BMW 7 Series 730Ld,167000,1950000,2011,9,Individual,70000,First Owner,Diesel,Automatic,14.49
8796,Maruti Celerio VXI AT Optional,555000,449000,2014,6,Dealer,29000,First Owner,Petrol,Automatic,23.1
8797,BMW 5 Series 520d Luxury Line,7320000,3100000,2017,3,Dealer,24000,First Owner,Diesel,Automatic,22.48
8798,BMW 5 Series 520d Luxury Line,7837000,2600000,2013,7,Dealer,43000,First Owner,Diesel,Automatic,18.12
8799,Volkswagen Polo 2015-2019 GT TSI,723000,699000,2016,4,Dealer,32555,First Owner,Petrol,Automatic,17.21
8800,Hyundai Elantra 2.0 S,2107000,1125000,2018,2,Dealer,22000,First Owner,Petrol,Manual,14.59
8801,Mahindra Scorpio S2,1442000,800000,2015,5,Individual,100000,First Owner,Diesel,Manual,15.4
8802,Hyundai i20 1.2 Asta Dual Tone,770000,600000,2017,3,Individual,70650,First Owner,Petrol,Manual,18.6
8803,Hyundai i20 Diesel Asta Option,985000,650000,2018,2,Individual,90000,First Owner,Diesel,Manual,22.54
8804,BMW 3 Series 320d Sport Line,5147000,2025000,2016,4,Dealer,57001,First Owner,Diesel,Automatic,18.88
8805,Maruti Wagon R LXI BS IV,551000,290000,2012,8,Dealer,54000,First Owner,Petrol,Manual,18.9
8806,Hyundai Santro Sportz BSIV,547000,500000,2019,1,Individual,8000,First Owner,Petrol,Manual,20.3
8807,Mahindra Bolero SLE BSIII,900000,378000,2011,9,Dealer,73625,First Owner,Diesel,Manual,13.6
8808,Mercedes-Benz C-Class C 200 CGI Avantgarde,4886000,850000,2011,9,Dealer,40000,First Owner,Petrol,Automatic,11.74
8809,Hyundai Elantra CRDi SX,2242000,950000,2012,8,Individual,90000,First Owner,Diesel,Manual,22.7
8810,Ford Ecosport 2015-2021 1.5 Diesel Trend,1014000,590000,2016,4,Dealer,62131,First Owner,Diesel,Manual,21.7
8811,Mahindra KUV 100 mFALCON G80 K2 Plus,737000,450000,2016,4,Dealer,23521,First Owner,Petrol,Manual,18.15
8812,Ford Ecosport 2015-2021 1.5 TDCi Titanium BSIV,1077000,800000,2015,5,Individual,55375,First Owner,Diesel,Manual,22.77
8813,Toyota Innova Crysta 2016-2020 2.8 GX AT 8S BSIV,2073000,1950000,2018,2,Dealer,37000,First Owner,Diesel,Automatic,11.36
8814,Toyota Innova Crysta 2.4 VX 8 STR,1900000,2100000,2020,0,Individual,1000,First Owner,Diesel,Manual,0
8815,Hyundai i10 Sportz 1.2,732000,300000,2014,6,Dealer,27123,First Owner,Petrol,Manual,20.36
8816,Hyundai Grand i10 Sportz,733000,495000,2015,5,Dealer,29000,First Owner,Petrol,Manual,18.9
8817,Hyundai Grand i10 Sportz,732000,500000,2014,6,Individual,40000,First Owner,Petrol,Manual,18.9
8818,Maruti Swift AMT VXI,630000,620000,2018,2,Individual,16000,First Owner,Petrol,Automatic,22
8819,Hyundai Elantra CRDi SX AT,2244000,935000,2016,4,Dealer,46000,First Owner,Diesel,Automatic,22.7
8820,Maruti Swift Dzire VXI 1.2,662000,630000,2019,1,Individual,50000,First Owner,Petrol,Manual,21.21
8821,Mahindra XUV500 W8 4WD,1782999,825000,2012,8,Dealer,120456,First Owner,Diesel,Manual,15.1
8822,Honda City 1.5 V MT,1290000,500000,2013,7,Dealer,65000,First Owner,Petrol,Manual,17
8823,Maruti Swift Dzire VXI,704000,585000,2015,5,Trustmark Dealer,43290,First Owner,Petrol,Manual,20.85
8824,Hyundai i20 2015-2017 Sportz Option 1.4 CRDi,910000,459999,2014,6,Individual,44000,First Owner,Diesel,Manual,22.54
8825,Hyundai i20 2015-2017 Magna 1.2,756000,550000,2017,3,Individual,35000,First Owner,Petrol,Manual,18.6
8826,Hyundai Verna 1.6 SX VTVT AT,1055000,700000,2015,5,Dealer,75000,First Owner,Petrol,Automatic,15.74
8827,Maruti Celerio VXI AT,555000,434999,2015,5,Dealer,76400,First Owner,Petrol,Automatic,23.1
8828,Maruti Swift 1.3 VXi,683000,290000,2006,14,Dealer,51132,First Owner,Petrol,Manual,16.1
8829,Hyundai i20 Asta,838000,275000,2009,11,Dealer,85000,First Owner,Petrol,Manual,17
8830,Mercedes-Benz E-Class E250 CDI Blue Efficiency,7673000,1044999,2011,9,Dealer,57000,First Owner,Diesel,Automatic,14.21
8831,Maruti Eeco 5 Seater AC,495000,409999,2020,0,Individual,8200,First Owner,Petrol,Manual,16.11
8832,Hyundai i20 2015-2017 Asta 1.4 CRDi,968000,434999,2012,8,Dealer,74508,First Owner,Diesel,Manual,22.54
8833,Toyota Innova Crysta 2016-2020 2.8 ZX AT BSIV,2073000,1995000,2017,3,Dealer,36000,First Owner,Diesel,Automatic,11.36
8834,Hyundai Creta 1.6 VTVT SX Plus,1255000,1140000,2017,3,Dealer,33000,First Owner,Petrol,Manual,13
8835,Honda Amaze V CVT Diesel BSIV,918000,894999,2018,2,Dealer,3919,First Owner,Diesel,Automatic,23.8
8836,Tata Tiago 1.2 Revotron XZA,590000,525000,2017,3,Dealer,11300,First Owner,Petrol,Automatic,23.84
8837,Volkswagen Polo GT TSI,740000,972000,2018,2,Dealer,26193,First Owner,Petrol,Automatic,17.21
8838,Hyundai Grand i10 1.2 Kappa Sportz BSIV,654000,490000,2018,2,Individual,25000,First Owner,Petrol,Manual,18.9
8839,Honda City i DTEC SV,1545000,580000,2014,6,Dealer,82911,First Owner,Diesel,Manual,26
8840,Honda City 1.5 S MT,1268000,325000,2010,10,Dealer,65000,First Owner,Petrol,Manual,17
8841,Hyundai i20 1.4 Asta Option,989000,940000,2019,1,Dealer,15500,First Owner,Diesel,Manual,22.54
8842,Honda Amaze S i-DTEC,918000,375000,2013,7,Dealer,64000,First Owner,Diesel,Manual,25.8
8843,Maruti Swift Dzire VXI 1.2,656000,600000,2019,1,Individual,11000,First Owner,Petrol,Manual,21.21
8844,Mercedes-Benz CLS 250 CDI,101000,1200000,2013,7,Dealer,52000,First Owner,Diesel,Automatic,19.4
8845,Honda City i-VTEC S,1268000,800000,2018,2,Dealer,41000,First Owner,Petrol,Manual,17.4
8846,Toyota Innova Crysta 2016-2020 2.4 GX AT 8 STR,2073000,1700000,2016,4,Dealer,57000,First Owner,Diesel,Automatic,13.68
8847,Toyota Innova Crysta 2016-2020 2.4 VX MT BSIV,2131000,1745000,2016,4,Dealer,107000,First Owner,Diesel,Manual,13.68
8848,Honda Civic 1.8 V MT,2046000,350000,2008,12,Individual,60000,First Owner,Petrol,Manual,13.5
8849,Hyundai i20 1.4 CRDi Asta,926000,200000,2010,10,Individual,78500,First Owner,Diesel,Manual,23
8850,Ford Aspire 1.2 Ti-VCT Trend,733000,430000,2016,4,Dealer,43652,First Owner,Petrol,Manual,18.16
8851,Maruti Swift VXI,613000,315000,2012,8,Individual,126000,First Owner,Petrol,Manual,18.6
8852,Hyundai Verna 1.6 SX,1362000,800000,2013,7,Individual,80000,First Owner,Diesel,Manual,22.32
8853,BMW X1 sDrive20d,4877000,1150000,2012,8,Individual,53000,First Owner,Diesel,Automatic,17.05
8854,Mahindra Scorpio 1.99 S10,1457000,900000,2015,5,Individual,120000,First Owner,Diesel,Manual,15.4
8855,Honda City i DTEC S,1479000,505000,2014,6,Dealer,68000,First Owner,Diesel,Manual,26
8856,Mercedes-Benz S-Class S 350 CDI,16700000,5700000,2015,5,Dealer,19500,First Owner,Diesel,Automatic,13.5
8857,Maruti Ertiga ZXI,861999,595000,2014,6,Dealer,46000,First Owner,Petrol,Manual,19.01
8858,Ford Freestyle Titanium Petrol BSIV,685000,680000,2018,2,Individual,30000,First Owner,Petrol,Manual,19
8859,Maruti Alto 800 LXI,335000,185000,2013,7,Individual,35000,First Owner,Petrol,Manual,22.74
8860,Honda City i DTEC SV,1415000,620000,2015,5,Individual,90000,First Owner,Diesel,Manual,26
8861,Mahindra XUV500 W8 2WD,1605000,780000,2014,6,Individual,90000,First Owner,Diesel,Manual,15.1
8862,Maruti Swift VXI with ABS,683000,350000,2010,10,Individual,36000,First Owner,Petrol,Manual,16.6
8863,Land Rover Range Rover Evoque 2.2L Dynamic,7337000,2600000,2013,7,Dealer,89000,First Owner,Diesel,Automatic,12.7
8864,Maruti Alto 800 LXI,350000,290000,2017,3,Individual,50000,First Owner,Petrol,Manual,24.7
8865,Mahindra XUV500 W8 2WD,1782999,825000,2012,8,Dealer,74000,First Owner,Diesel,Manual,15.1
8866,Maruti Celerio VXI AT,536000,468000,2017,3,Dealer,17210,First Owner,Petrol,Automatic,23.1
8867,Renault KWID 1.0 RXT Optional,376000,370000,2017,3,Individual,15000,First Owner,Petrol,Manual,23.01
8868,Honda City i-VTEC V,1290000,790000,2017,3,Dealer,29000,First Owner,Petrol,Manual,17.4
8869,Hyundai Verna 1.6 CRDI,1336000,530000,2011,9,Individual,110000,First Owner,Diesel,Manual,22.32
8870,Hyundai i20 1.2 Magna Executive,822000,685000,2017,3,Dealer,11577,First Owner,Petrol,Manual,18.6
8871,Hyundai i20 Asta 1.2,791000,430000,2013,7,Trustmark Dealer,64321,First Owner,Petrol,Manual,18.5
8872,Tata Hexa XTA,1410000,1450000,2017,3,Individual,21000,First Owner,Diesel,Automatic,17.6
8873,Maruti Celerio VXI AT,512000,415000,2016,4,Dealer,67000,First Owner,Petrol,Automatic,23.1
8874,Maruti Eeco CNG 5 Seater AC BSIV,584000,475000,2018,2,Dealer,14917,First Owner,CNG,Manual,21.94
8875,Hyundai Creta 1.6 VTVT AT SX Plus,1127000,1100000,2017,3,Individual,50000,First Owner,Petrol,Automatic,13
8876,Maruti Alto 800 VXI,359000,400000,2020,0,Individual,5000,First Owner,Petrol,Manual,22.05
8877,Maruti Alto 800 CNG LXI,501999,350000,2018,2,Dealer,58000,First Owner,CNG,Manual,33.44
8878,Volkswagen Polo Select 1.2 MPI Highline,723000,745000,2018,2,Dealer,7000,First Owner,Petrol,Manual,16.47
8879,Hyundai Grand i10 Sportz,648000,420000,2016,4,Dealer,45500,First Owner,Petrol,Manual,18.9
8880,Tata Tiago 1.2 Revotron XZ,543000,400000,2017,3,Individual,30000,First Owner,Petrol,Manual,23.84
8881,Mahindra Thar CRDe,1463000,795000,2017,3,Dealer,42000,First Owner,Diesel,Manual,16.55
8882,Maruti Celerio VXI,536000,400000,2017,3,Individual,60000,First Owner,Petrol,Manual,23.1
8883,Mercedes-Benz C-Class C250 Avantgarde,5174000,1350000,2011,9,Dealer,22800,First Owner,Petrol,Automatic,11.74
8884,Hyundai Verna 1.6 EX VTVT,1056000,375000,2013,7,Individual,80000,First Owner,Petrol,Manual,17.01
8885,Ford Figo Diesel EXI,882000,240000,2012,8,Individual,80000,First Owner,Diesel,Manual,20
8886,Maruti Alto 800 LXI,359000,260000,2015,5,Dealer,15200,First Owner,Petrol,Manual,22.74
8887,Mahindra XUV500 W5 BSIV,1782999,1265000,2018,2,Dealer,29890,First Owner,Diesel,Manual,15.1
8888,Hyundai Grand i10 Magna,733000,475000,2014,6,Dealer,35000,First Owner,Petrol,Manual,18.9
8889,Hyundai Creta 1.6 CRDi SX,1339000,1275000,2018,2,Dealer,40000,First Owner,Diesel,Manual,19.67
8890,Mahindra Bolero 2011-2019 SLX,936999,509999,2013,7,Individual,120000,First Owner,Diesel,Manual,15.96
8891,Honda Civic 1.8 V MT,2117000,320000,2010,10,Dealer,77000,First Owner,Petrol,Manual,13.5
8892,Mahindra XUV500 AT W10 FWD,1592000,1300000,2017,3,Individual,80000,First Owner,Diesel,Automatic,16
8893,Hyundai Creta 1.6 VTVT E,1158000,940000,2018,2,Individual,12000,First Owner,Petrol,Manual,15.29
8894,Tata Hexa XM,1410000,1200000,2018,2,Individual,20000,First Owner,Diesel,Manual,17.6
8895,Maruti Baleno Alpha Automatic,658000,770000,2019,1,Individual,15000,First Owner,Petrol,Automatic,21.4
8896,BMW 5 Series 520d Sport Line,7604000,4175000,2017,3,Dealer,12500,First Owner,Diesel,Automatic,22.48
8897,Mahindra XUV500 2011-2015 W8 FWD,1782999,875000,2012,8,Individual,80000,First Owner,Diesel,Manual,15.1
8898,Hyundai i20 1.4 Asta,968000,861000,2019,1,Dealer,16000,First Owner,Diesel,Manual,22.54
8899,Renault KWID RXT,376000,350000,2017,3,Individual,18000,First Owner,Petrol,Manual,25.17
8900,Maruti Swift Dzire AMT ZXI,692000,745000,2017,3,Dealer,3700,First Owner,Petrol,Automatic,21.21
8901,Tata Hexa XT,1410000,1330000,2017,3,Individual,30000,First Owner,Diesel,Manual,17.6
8902,Toyota Yaris G BSIV,1033000,1050000,2018,2,Individual,25000,First Owner,Petrol,Manual,17.1
8903,Hyundai Verna CRDi,1198000,260000,2009,11,Dealer,74475,First Owner,Diesel,Manual,16.8
8904,Hyundai Verna SX,1054000,885000,2018,2,Dealer,28246,First Owner,Petrol,Manual,17.7
8905,Mahindra Scorpio Intelli Hybrid S10,1449000,1270000,2017,3,Dealer,68500,First Owner,Diesel,Manual,15.4
8906,Honda City i VTEC CVT SV,1362000,660000,2015,5,Dealer,85118,First Owner,Petrol,Automatic,18
8907,Honda City V MT,1290000,869999,2018,2,Dealer,20000,First Owner,Petrol,Manual,17.8
8908,Maruti Wagon R LXI Minor,531000,240000,2012,8,Individual,40000,First Owner,Petrol,Manual,18.9
8909,Mahindra XUV500 W5 BSIV,1782999,1240000,2018,2,Dealer,29000,First Owner,Diesel,Manual,15.1
8910,Maruti Wagon R VXI,571000,355000,2012,8,Dealer,58700,First Owner,Petrol,Manual,21.79
8911,Toyota Fortuner 2016-2021 2.8 4WD AT,3997000,2800000,2017,3,Dealer,55000,First Owner,Diesel,Automatic,15.04
8912,Mahindra XUV500 W4,1565000,675000,2015,5,Individual,50000,First Owner,Diesel,Manual,15.1
8913,BMW 3 Series GT M Sport Petrol,5323000,3400000,2018,2,Dealer,70000,First Owner,Petrol,Automatic,15.34
8914,Maruti Swift LXI Option,604000,380000,2016,4,Individual,46000,First Owner,Petrol,Manual,20.4
8915,Maruti Alto 800 VXI Plus,335000,365000,2020,0,Individual,7000,First Owner,Petrol,Manual,22.05
8916,Tata Nexon 1.5 Revotorq XM,1040000,790000,2018,2,Dealer,69000,First Owner,Diesel,Manual,21.5
8917,Hyundai i20 Asta Option 1.4 CRDi,968000,685000,2015,5,Dealer,94532,First Owner,Diesel,Manual,22.54
8918,Toyota Fortuner 4x2 AT,3997000,1449000,2014,6,Dealer,95000,First Owner,Diesel,Automatic,12.55
8919,Tata Hexa XTA,1410000,1490000,2018,2,Dealer,34000,First Owner,Diesel,Automatic,17.6
8920,Ford Aspire 1.5 TDCi Titanium Plus,1005000,550000,2016,4,Individual,110100,First Owner,Diesel,Manual,25.83
8921,BMW 5 Series 520d Modern Line,7604000,2150000,2014,6,Dealer,70400,First Owner,Diesel,Automatic,18.84
8922,Maruti Alto 800 LXI,332000,300000,2018,2,Individual,25000,First Owner,Petrol,Manual,24.7
8923,Maruti Swift VXI,613000,450000,2016,4,Individual,30000,First Owner,Petrol,Manual,21.21
8924,Mahindra XUV500 AT W10 FWD,1661000,1175000,2016,4,Dealer,99000,First Owner,Diesel,Automatic,16
8925,Maruti Wagon R VXI BS IV,516000,229999,2012,8,Individual,50000,First Owner,Petrol,Manual,18.9
8926,Ford Figo Petrol ZXI,684000,315000,2012,8,Dealer,32000,First Owner,Petrol,Manual,15.6
8927,Maruti Ignis Sigma,586000,465000,2017,3,Dealer,35318,First Owner,Petrol,Manual,20.89
8928,Toyota Innova Crysta 2016-2020 2.8 GX AT BSIV,2073000,1745000,2017,3,Dealer,47000,First Owner,Diesel,Automatic,11.36
8929,Maruti Swift ZXI,683000,635000,2015,5,Dealer,47529,First Owner,Petrol,Manual,21.21
8930,Maruti Eeco 5 STR With AC Plus HTR CNG,601000,375000,2015,5,Dealer,49000,First Owner,CNG,Manual,15.1
8931,Tata Tigor XZ Plus,666000,740000,2019,1,Individual,5000,First Owner,Petrol,Manual,20.3
8932,Hyundai Verna 1.6 CRDi S Option,1362000,875000,2016,4,Dealer,52000,First Owner,Diesel,Manual,23.9
8933,Honda City i VTEC V,1290000,875000,2017,3,Dealer,27000,First Owner,Petrol,Manual,17.8
8934,Hyundai Creta 1.6 CRDi SX Option,1170000,880000,2016,4,Individual,60000,First Owner,Diesel,Manual,19.67
8935,Maruti Wagon R VXI BS IV,553000,300000,2012,8,Individual,35000,First Owner,Petrol,Manual,18.9
8936,Hyundai Creta 1.6 SX,1158000,944999,2016,4,Dealer,46432,First Owner,Petrol,Manual,15.8
8937,Hyundai Venue SX Plus Turbo DCT BSIV,794000,1100000,2019,1,Individual,6500,First Owner,Petrol,Automatic,18.15
8938,Hyundai Verna VTVT 1.6 AT SX Option,1054000,1125000,2018,2,Dealer,16000,First Owner,Petrol,Automatic,17
8939,Mahindra Scorpio 2009-2014 EX 2WD 7S,1449000,525000,2013,7,Individual,54000,First Owner,Diesel,Manual,14
8940,Hyundai Creta 1.6 CRDi SX,1339000,1115000,2016,4,Individual,108000,First Owner,Diesel,Manual,19.67
8941,Hyundai i10 Sportz 1.2 AT,706000,315000,2012,8,Dealer,49000,First Owner,Petrol,Automatic,16.95
8942,Maruti Swift AMT VVT ZXI,651000,675000,2018,2,Dealer,26000,First Owner,Petrol,Automatic,22
8943,Tata Nexon 1.2 Revotron XT,789000,650000,2017,3,Individual,20000,First Owner,Petrol,Manual,17
